AirportName,RadioId,RadioName,RadioFrequency,Designator,Id
EYN SHEMER,,APP,123.4,LLES,513
EYN SHEMER,,APP,132.05,LLES,514
FAIRBANKS INTL,,ASOS,119.27,PAFA,515
FAIRBANKS INTL,,Clearance delivery,127.6,PAFA,516
FAIRBANKS INTL,,TWR,118.3,PAFA,517
FAIRBANKS INTL,,DEP,125.35,PAFA,518
FAIRCHILD AFB,,Ground,121.85,KSKA,519
FAIRCHILD AFB,,APP/DEP,123.75,KSKA,520
FAIRFIELD,,CTAF,122.9,5U5,521
Fairfield Co,,APP/DEP,133.4,KFDW,522
FAIRFIELD CO,,CTAF,122.72,KFDW,523
FAIRFIELD MUNI,,CTAF,123.05,KFWC,524
DORTMUND,,APP,125.22,EDLW,525
DR C P SAVAGE SR,,CTAF,122.9,53A,526
DU BOIS JEFFERSON CO,,ASOS,119.02,KDUJ,527
Du Page,,Ground,121.8,KDPA,528
DUBAI INTL,,Ground,118.35,OMDB,529
DUBENDORF,,APP,134.92,LSMD,530
DULUTH INTL,,TWR,118.3,KDLH,531
Dunedin,,TWR,120.7,NZDN,532
DUPONT LAPEER,,APP/DEP,118.8,D95,533
Durban Intl,,TWR,118.7,FADN,534
Durham Tees Valley,,APP,118.85,EGNV,535
DUTTON,,CTAF,122.9,5U1,536
DYESS AAF,,TWR,126.2,PKRO,537
East London,,ATIS,117,FAEL,538
East Sale (Military),,CTAF/UNICOM,124,YMES,539
EAST TEXAS RGNL,,TWR,119.2,KGGG,540
East Troy Muni,,APP/DEP,125.35,57C,541
EASTERN OREGON RGNL AT PENDLETON,,UNICOM,122.95,KPDT,542
EASTERWOOD FLD,,UNICOM,122.95,KCLL,543
ECH CHELIFF,,TWR,119,DAOI,544
Echuca,,CTAF,119.1,YECH,545
EDGAR CO,,APP/DEP,125.45,KPRG,546
Eduardo Gomes,,APP,119.7,SBEG,547
Eelde,,ATIS,133.55,EHGG,548
EFFINGHAM CO MEM,,AWOS,118.37,1H2,549
EILAT,,TWR,121.8,LLET,550
EL BEIDA,,APP,126.5,HLLQ,551
EL EDEN,,APP,119.9,SKAR,552
EL KHARGA,,TWR,122.8,HEKG,553
EL MONTE,,UNICOM,122.95,KEMT,554
EL PLUMERILLO,,ATIS,114.9,SAME,555
El Salvador Intl,,TWR,118,MSLP,556
Eldorado Intl,,DEP,121.3,SKBO,557
Elko Rgnl,,ASOS,119.27,KEKO,558
ELLSWORTH MUNI,,CTAF,122.7,9K7,559
ELTON HENSLEY MEM,,CTAF,122.7,KFTT,560
ELY MUNI,,AWOS,132.02,KELO,561
EMBRAER UNIDADE GAVIAO PEIXOTO,,RDO,118.15,SBGP,562
ENID WOODRING RGNL,,Ground,121.92,KWDG,563
Enontekio,,AFIS,119.7,EFET,564
ENRIQUE MALEK INTL,,APP,119.2,MPDA,565
Entzheim,,TWR,126.87,LFST,566
EPHRATA MUNI,,CTAF,122.8,KEPH,567
Eppley Afld,,ATIS,120.4,KOMA,568
Eppley Afld,,Clearance delivery,119.9,KOMA,569
Erfurt,,ATIS,135.17,EDDE,570
Erfurt,,Ground,121.9,EDDE,571
ERICKSON MUNI,,CTAF,123.2,CKQ6,572
ERIE CO,,CTAF,122.9,3G1,573
Erie Intl Tom Ridge Fld,,TWR,118.1,KERI,574
ERIE MUNICIPAL,,APP/DEP,126.1,KEIK,575
Ernesto Cortissoz,,TWR,118.1,SKBQ,576
ERZURUM,,TWR,122.1,LTCE,577
ERZURUM,,APP,122.1,LTCE,578
Esa ala,,AWOS,127.3,ESA,579
ESCALANTE MUNI,,CTAF,122.8,1L7,580
ESENBOGA,,APP,119.1,LTAC,581
ESENBOGA,,APP,120.6,LTAC,582
ESFAHAN SHAHID BEHESHTI INTL,,TWR,118.3,OIFM,583
ESFAHAN SHAHID BEHESHTI INTL,,APP,122.65,OIFM,584
Eskilstuna,,APP,136.19,ESSU,585
ESKISEHIR,,Ground,121.95,LTBI,586
ESKISEHIR,,APP,122.1,LTBI,587
ESLER RGNL,,APP/DEP,132.05,KESF,588
Esperance,,CTAF/UNICOM,126.7,YESP,589
ESQUEL,,APP,118.1,SAVE,590
Essex Co,,UNICOM,122.95,KCDW,591
Essex Co,,Ground,121.9,KCDW,592
Esterhazy,,CTAF,122.8,CJK4,593
ESTHERVILLE MUNI,,ASOS,121.42,KEST,594
ETIMESGUT,,APP,119.6,LTAD,595
EUGENIO MARIA DE HOSTOS,,Clearance delivery,121.7,TJMZ,596
EUNICE,,CTAF,122.8,4R7,597
EUREKA MUNI,,CTAF,122.8,13K,598
Euroa,,CTAF,126.7,YEUA,599
EVANSVILLE RGNL,,TWR,118.7,KEVV,600
EVELETH VIRGINIA MUNI,,AWOS,108.2,KEVM,601
EVELETH VIRGINIA MUNI,,APP/DEP,125.45,KEVM,602
EVELYN SHARP FLD,,CTAF,122.8,KODX,603
EVENES,,TWR,120.1,ENEV,604
EVERETT STEWART,,CTAF,122.7,KUCY,605
Evetts Field,,CTAF,126.7,AU09,606
Executive,,ATIS,127.25,KORL,607
Executive,,TWR,118.7,KORL,608
Executive,,APP/DEP,120.15,KORL,609
EXPLOITS VALLEY BOTWOOD,,CTAF,123.2,CCP2,610
Exuma Intl,,AFIS,118,MYEF,611
Eyguieres,,TWR,120.45,LFNE,612
Eyguieres,,TWR,123.6,LFNE,613
EYN SHEMER,,APP,124.3,LLES,614
FABENS,,CTAF,122.8,E35,615
FABIO ALBERTO LEON BENTLEY,,TWR,118.1,SKMU,616
FAIRBANKS INTL,,ATIS,124.4,PAFA,617
FAIRBANKS INTL,,UNICOM,122.95,PAFA,618
FAIRBANKS INTL,,DEP,126.5,PAFA,619
FAIRCHILD AFB,,TWR,126.2,KSKA,620
FAIRFIELD CO,,ASOS,118.37,KFDW,621
FAIRFIELD MUNI,,AWOS,119.42,KFWC,622
FAIRFORD,,TWR,119.15,EGVA,623
FAIRFORD,,APP,133.75,EGVA,624
FAIRVIEW MUNI,,CTAF,122.8,6K4,625
FAISALABAD INTL,,Ground,121.8,OPFA,626
FAITH MUNI,,CTAF,122.8,D07,627
Fak Fak/Torea (DGAC),,TWR,118.1,WASF,628
FALCON FLD,,APP/DEP,120.7,KFFZ,629
FALCONARA,,APP,118.57,LIPY,630
Faleolo Intl,,TWR,118.1,NSFA,631
Faleolo Intl,,APP,118.1,NSFA,632
FALLON MUNI,,CTAF,122.8,KFLX,633
FALLON NAS,,TWR,119.25,KNFL,634
FALLS INTL,,ASOS,120,KINL,635
FALSE RIVER RGNL,,APP/DEP,120.3,KHZR,636
FARANAH,,TWR,118.5,GUFH,637
FARFAN,,APP,119.1,SKUL,638
Farmville Rgnl,,AWOS,132.72,KFVX,639
FARNBOROUGH,,TWR,122.5,EGLF,640
FARNBOROUGH,,APP,125.25,EGLF,641
Faro,,APP,119.4,CZFA,642
Farrell Flat,,CTAF,126.7,YFFT,643
FASA,,TWR,118.95,OISF,644
FAULKTON MUNI,,CTAF,122.9,3FU,645
FAUVILLE,,Ground,122.1,LFOE,646
FAYA LARGEAU,,AFIS,119.7,FTTY,647
FAYETTE COUNTY,,CTAF,122.9,KFYE,648
FAYETTE RGNL AIR CNTR,,AWOS,124.17,3T5,649
Fayetteville Rgnl Grannis Fld,,UNICOM,122.95,KFAY,650
Fayetteville Rgnl Grannis Fld,,APP/DEP,133,KFAY,651
FELKER AAF,,CTAF,126.3,KFAF,652
Felts Fld,,ATIS,120.55,KSFF,653
Felts Fld,,UNICOM,122.95,KSFF,654
FENGNIN,,APP,119.4,RCFN,655
Fentress Nalf,,DEP,125.2,KNFE,656
FERGUS FALLS MUNI EINAR MICKELSON FLD,,AWOS,110.4,KFFM,657
FERNANDINA BEACH MUNI,,AWOS,118.07,55J,658
FERNANDO AB,,TWR,118.1,RPUL,659
FERNANDO LUIS RIBAS DOMINICCI,,Ground,121.7,TJIG,660
FERNANDO LUIS RIBAS DOMINICCI,,CNTR,119.4,TJIG,661
FERRY CO,,CTAF,122.9,R49,662
FETESTI,,APP,130,LR80,663
FIANARANTSOA,,AFIS,120.8,FMSF,664
Figari/Sud Corse,,TWR,120.3,LFKF,665
FILLMORE CO,,APP/DEP,119.8,KFKA,666
FILLMORE MUNI,,CTAF,122.8,KFOM,667
FINDLAY,,ASOS,124.42,KFDY,668
FINDLAY,,APP/DEP,120.8,KFDY,669
FINGER LAKES RGNL,,CTAF,122.8,0G7,670
Finke,,CTAF,126.7,YFNE,671
Finow,,TWR,132.65,EDAV,672
Finow,,TWR,126.35,EDAV,673
FINSTERWALDE SCHACKSDORF,,TWR,125.8,EDUS,674
FIREBAUGH,,APP/DEP,120.95,F34,675
Firenze,,TWR,118.3,LIRQ,676
Firenze,,TWR,122.1,LIRQ,677
Firenze,,APP,126.07,LIRQ,678
Fiskville,,CTAF,126.7,YFSK,679
FITCH H BEACH,,AWOS,118.07,KFPK,680
FITCHBURG MUNI,,CTAF,122.7,KFIT,681
FITZGERALD MUNI,,AWOS,118.62,KFZG,682
Fitzroy Crossing,,CTAF,126.7,YFTZ,683
FLABOB,,CTAF,122.8,KRIR,684
FLAGLER AERIAL SPRAYING INC,,UNICOM,122.8,CO00,685
FLAGLER CO,,AWOS,128.32,X47,686
FLAGLER CO,,CTAF,123,X47,687
Flagstaff Pulliam,,ATIS,125.8,KFLG,688
Flagstaff Pulliam,,Ground,121.9,KFLG,689
FLEMING MASON,,CTAF,123,KFGX,690
Flesland Bergen,,Ground,121.9,ENBR,691
Flesland Bergen,,APP,121,ENBR,692
FLETCHER FLD,,CTAF,122.8,KCKM,693
FLIN FLON,,RDO,122,CYFO,694
Flinders Island,,CTAF,124.2,YFLI,695
FLORA MUNI,,AWOS,120.17,KFOA,696
FLORA MUNI,,CTAF,122.7,KFOA,697
FLORALA MUNI,,APP/DEP,133.45,0J4,698
Florence Muni,,AWOS,118.22,6S2,699
FLORENCE RGNL,,ATIS,123.62,KFLO,700
FLORENCE RGNL,,UNICOM,122.95,KFLO,701
FLORENCE RGNL,,TWR,125.1,KFLO,702
FLORENCEVILLE,,CTAF,122.8,CCR3,703
Florennes,,Ground,122.1,EBFS,704
BRUNSWICK NAS,,Clearance delivery,134.1,KNHZ,705
Brussels Airport,,TWR,118.6,EBBR,706
BUCHANAN FLD,,TWR,123.9,KCCR,707
BUCKEBURG,,APP,124.5,ETHB,708
Burgas,,APP,119.65,LBBG,709
BURLEY MUNI,,CTAF,122.9,KBYI,710
BURLINGTON INTL,,ATIS,123.8,KBTV,711
BURNET MUNI KATE CRADDOCK FLD,,CTAF,122.8,KBMQ,712
BURWASH,,AWOS,128.7,CYDB,713
Busselton,,CTAF,126.7,YBLN,714
C DAVID CAMPBELL FLD CORSICANA MUNI,,CTAF,122.8,KCRS,715
CABLE,,APP/DEP,125.5,KCCB,716
CAIRNS AAF,,Clearance delivery,118.07,KOZR,717
Cairns Intl,,APP/DEP,118.4,YBCS,718
CAL MIRE,,UNICOM,123,1L50,719
Calais Dunkerque,,APP,120.27,LFAC,720
Caledonia Co,,CTAF,122.8,6B8,721
CALGARY INTL,,APP,123.85,CYYC,722
CALHOUN CO,,CTAF,122.9,04M,723
CALICUT,,ATIS,127,VOCL,724
CAMBRIDGE MUNI,,AWOS,121.12,KCBG,725
CAMERI,,APP,125.62,LIMN,726
CAMPBELL AAF,,ATIS,125.17,KHOP,727
Campbeltown,,AFIS,125.9,EGEC,728
Campo Dell Oro,,TWR,118.1,LFKJ,729
Canberra,,APP,125.9,YSCB,730
Candillargues,,APP,130.85,LFNG,731
CAP D OMAR DARIO GERARDI,,TWR,120.6,SACA,732
Cape Gloucester,,AWOS,127.7,CGC,733
Cape Rodney,,ATIS,120.8,CPN,734
Cape Town International,,Ground,121.9,FACT,735
CAPITAL CITY,,APP/DEP,126.45,KCXY,736
CAPITAL CITY,,Clearance delivery,118.1,KCXY,737
CAPITAL INTL,,APP,121.1,ZBAA,738
CAPITAN NICOLAS ROJAS,,TWR,118.3,SLPO,739
CAPT JOSE A  QUINONES GONZALES INTL,,Ground,121.9,SPHI,740
Caracas Simon Bolivar Intl,,ATIS,114.8,SVMI,741
CASALE,,TWR,118.1,LIBR,742
CASCADE,,CTAF,122.9,78S,743
Cassagnes Begonhes,,APP,125.37,LFIG,744
Cataratas Intl,,APP,119.15,SBFI,745
CEDAR CITY RGNL,,CTAF,123.6,KCDC,746
Ceduna,,CTAF,126.7,YCDU,747
CENTERVILLE MUNI,,CTAF,122.8,KGHM,748
CENTRAL NEBRASKA RGNL,,TWR,118.2,KGRI,749
CERVIA,,APP,118.15,LIPC,750
Cessnock,,FSS,126.7,YCNK,751
CHAMBERS CO,,APP/DEP,134.45,T00,752
CHANGBEI INTL,,TWR,130,ZSCN,753
CHANGLE,,APP,133.05,ZSFZ,754
Charleston AFB Intl,,TWR,126,KCHS,755
Chatham Islands,,RDO,118.1,NZCI,756
CHEROKEE MUNI,,CTAF,122.9,4O5,757
CHERRY CAPITAL,,UNICOM,122.95,KTVC,758
Cherry Point MCAS,,APP/DEP,119.35,KNKT,759
CHESTER CO G O CARLSON,,CTAF,122.7,40N,760
CHEYENNE RGNL JERRY OLSON FLD,,UNICOM,122.95,KCYS,761
CHICAGO OHARE INTL,,DEP,125.4,KORD,762
CHICO MUNI,,TWR,121,KCIC,763
CHINA BAY,,APP,118.1,VCCT,764
CHING CHUAN KANG AB,,APP,120.4,RCMQ,765
Chios,,TWR,122.7,LGHI,766
CHIPPEWA VALLEY RGNL,,ASOS,119.67,KEAU,767
CHITOSE,,TWR,126.2,RJCJ,768
Chonburi Ultralights,,Ground,122.77,VTX7,769
Christchurch Intl,,APP,126.1,NZCH,770
CHUBU CENTRAIR INTL,,Ground,121.8,RJGG,771
Church Fenton,,Ground,121.95,EGXG,772
Cincinnati Northern Kentucky Intl,,Clearance delivery,127.17,KCVG,773
CLARION MUNI,,AWOS,126.57,KCAV,774
CLARK COUNTY,,CTAF,122.8,8D7,775
CLARKE CO,,CTAF,122.8,23M,776
CLAY COUNTY RGNL,,Clearance delivery,118.2,KGPH,777
CLAYTON MUNI,,AWOS,118.77,11A,778
CLEBURNE MUNI,,APP/DEP,135.97,KCPT,779
CLINTON,,CTAF,122.8,1I7,780
CLINTON MUNI,,CTAF,122.7,4M4,781
CLOQUET CARLTON CO,,Clearance delivery,122.15,KCOQ,782
CLOVIS MUNI,,DEP,125.5,KCVN,783
COCHISE COLLEGE,,CTAF,122.8,P03,784
COIMBATORE,,APP,122.3,VOCB,785
Colac,,CTAF,126.7,YOLA,786
COLD LAKE,,TWR,126.2,CYOD,787
Coleman AAF,,APP,130.5,ETOR,788
Collinsville,,CTAF,126.7,YCSV,789
COLUMBIA,,AWOS,124.65,O22,790
COLUMBIA CO,,AWOS,133.52,1B1,791
Columbia Rgnl,,UNICOM,122.95,KCOU,792
COLUMBUS CO MUNI,,APP/DEP,119.2,KCPC,793
CONAKRY,,Ground,129.1,GUCY,794
Concord Rgnl,,AWOS,133.67,KJQF,795
Conway Horry Co,,APP/DEP,127.4,KHYW,796
Cook,,CTAF,126.7,YOOK,797
COOK MUNI,,CTAF,122.9,KCQM,798
Cooktown,,CTAF,126.7,YCKN,799
COOMA SNOWY MOUNTAINS,,CTAF,118.1,YCOM,800
CORONEL ENRIQUE SOTO CANO AB,,Ground,121.9,MHSC,801
CORPUS CHRISTI INTL,,Clearance delivery,118.55,KCRP,802
CORPUS CHRISTI NAS,,APP,125.4,KNGP,803
CORRY LAWRENCE,,APP/DEP,121,8G2,804
COVINGTON MUNI,,APP/DEP,126.97,M04,805
Craig Muni,,TWR,132.1,KCRG,806
Cranwell,,APP,119.37,EGYD,807
Craven Co Rgnl,,APP/DEP,119.35,KEWN,808
CRAWFORDSVILLE MUNI,,APP/DEP,119.05,KCFJ,809
Creil Senlis,,TWR,123.3,LFPC,810
Creve Coeur,,APP/DEP,126.5,1H0,811
Croker Is,,CTAF,126.7,YCKI,812
CUSTER,,CTAF,122.7,KTTF,813
Cyril E King,,DEP,118.8,TIST,814
DAEGU AB,,APP,135.9,RKTN,815
DAHLGREN USN SFC WAR CNTR,,CTAF,120.15,KNDY,816
Dakar Leopold Sedar Senghor Intl,,APP,118.1,GOOY,817
DAKOVICA,,APP,125,LY90,818
DALE HOLLOW RGNL,,CTAF,122.8,44I,819
Dallas Fort Worth Intl,,APP,125.02,KDFW,820
DAN JONES INTL,,CTAF,122.8,T51,821
DANVILLE,,CTAF,122.8,8N8,822
Darwin Intl,,Clearance delivery,126.8,YPDN,823
David Wayne Hooks Mem,,UNICOM,122.95,KDWH,824
DAVIS MONTHAN AFB,,Ground,121.8,KDMA,825
DAWSON CITY,,CTAF/UNICOM,122.1,CYDA,826
DAYRESTAN,,TWR,118.05,OIKQ,827
DAYTON VALLEY AIRPARK,,UNICOM,122.95,A34,828
DE KALB TAYLOR MUNI,,CTAF,122.7,KDKB,829
DEADHORSE,,ATIS,118.4,PASC,830
DEBERT,,APP,119.2,CCQ3,831
DECIMOMANNU,,APP,118.4,LIED,832
DEL NORTE INTL,,APP,121.4,MMAN,833
Deland Muni Sidney H Taylor Fld,,CTAF,123.07,KDED,834
DELAWARE CO JOHNSON FLD,,ASOS,114.4,KMIE,835
DELTA CO,,CTAF,122.8,KESC,836
Delta Muni,,CTAF,122.8,KDTA,837
DENTON MUNI,,ASOS,119.32,KDTO,838
DENVER INTL,,DEP,127.05,KDEN,839
Detroit Metro Wayne Co,,APP,125.15,KDTW,840
Dijon Longvic  AB,,TWR,118.32,LFSD,841
Dillon,,ASOS,135.22,KDLN,842
DIYARBAKIR,,APP,122.1,LTCC,843
DNIPROPETROVSK INTL,,APP,119.4,UKDD,844
Docker River,,CTAF,126.7,YDVR,845
Dodge Center,,CTAF,122.9,KTOB,846
Doini,,AWOS,127.7,DOI,847
DONALSONVILLE MUNI,,CTAF,122.9,17J,848
Donegal,,Ground,129.8,EIDL,849
DOOR CO CHERRYLAND,,APP/DEP,119.25,KSUE,850
Dothan Rgnl,,UNICOM,122.95,KDHN,851
Dover AFB,,Ground,118.87,KDOV,852
DOWNSVIEW,,APP,133.4,CYZD,853
DR AMBEDKAR INTL,,APP,122.7,VANP,854
DRAUGHON MILLER CENTRAL TEXAS RGNL,,CTAF,123,KTPL,855
Dresden,,TWR,119.7,GA79,856
EISENACH KINDEL,,TWR,125.8,EDGE,857
EL LIBERTADOR AB,,APP,119.7,SVBL,858
EL OBEID,,TWR,118.5,HSOB,859
El Paso Intl,,TWR,118.3,KELP,860
EL YOPAL,,APP,126.8,SKYP,861
ELKHART MUNI,,Ground,121.8,KEKM,862
ELKIN MUNI,,CTAF,123.05,KZEF,863
ELLINGTON,,CTAF,122.8,7B9,864
ELLINGTON FLD,,Ground,121.6,KEFD,865
ELLINGTON FLD,,APP,134.45,KEFD,866
Elliott,,CTAF,126.7,YELL,867
ELLS FLD WILLITS MUNI,,CTAF,122.8,O28,868
ELMENDORF AFB,,Ground,121.8,PEDF,869
Elmira Corning Rgnl,,ATIS,125.47,KELM,870
Elmira Corning Rgnl,,APP/DEP,119.45,KELM,871
ELOY ALFARO INTL,,Ground,121.9,SEMT,872
Ely Arpt Yelland Fld,,CTAF,122.8,KELY,873
ELYRIA,,CTAF,122.8,1G1,874
ELYRIA,,APP/DEP,126.35,1G1,875
EMDEN,,APP,123.6,EDWE,876
Emerald,,CTAF,126.7,YEML,877
BRUNSWICK GOLDEN ISLES,,CTAF,122.8,KBQK,878
BRUSH MUNI,,CTAF,122.8,7V5,879
Brussels Airport,,ATIS,132.47,EBBR,880
Brussels South - Charleroi,,Ground,121.8,EBCI,881
BUCHANAN FLD,,ATIS,124.7,KCCR,882
BUCHEL,,APP,139.25,ETSB,883
Budapest Ferihegy,,TWR,118.1,LHBP,884
Buka,,AWOS,127.7,AYBK,885
Bulgunnia,,CTAF,126.7,YBUL,886
Bullo River Valley,,CTAF,126.7,YBVY,887
BURG FEUERSTEIN,,TWR,130.77,EDQE,888
Burirum,,APP,123.6,VTUO,889
Burke Lakefront,,CTAF,124.3,KBKL,890
BURLINGTON ALAMANCE RGNL,,CTAF,122.97,KBUY,891
BURLINGTON MUNI,,AWOS,114.5,KBUU,892
Butterworth,,APP,125.8,WMKB,893
CACHIMBO,,RDO,125.9,SBCC,894
CADJEHOUN,,TWR,125.9,DBBB,895
Cagliari Elmas,,TWR,120.6,LIEE,896
Cairo Intl,,ATIS,122.6,HECA,897
CALDWELL MUNI,,CNTR,120.4,KRWV,898
Calgary Springbank,,Ground,121.8,CYBW,899
CALIFORNIA CITY MUNI,,APP/DEP,133.65,L71,900
CAMARILLO,,APP/DEP,124.7,KCMA,901
Camden,,Ground,121.9,YSCN,902
CAMERON MEM,,CTAF,122.8,KEZZ,903
CAMILLUS,,CTAF,122.9,NY2,904
Camp Pendleton MCAS,,Ground,128.77,KNFG,905
Campbell River,,RDO,122,CYBL,906
Campo Delio Jardim de Mattos,,APP,119.35,SBAF,907
CANANDAIGUA,,AWOS,118.67,D38,908
Canberra,,CTAF,118.7,YSCB,909
CANCUN INTL,,APP,120.4,MMUN,910
CANNON AFB,,TWR,120.4,KCVS,911
Canoas,,TWR,122.8,SBCO,912
CANYONLANDS FLD,,ASOS,118.52,KCNY,913
CAPE GIRARDEAU RGNL,,CTAF,119,KCGI,914
CAPE MAY CO,,APP/DEP,124.6,KWWD,915
CAPITAL CITY,,CTAF,119.5,KCXY,916
CAPITAL CITY,,APP/DEP,118.65,KCXY,917
CAPITAL INTL,,TWR,118.3,ZBAA,918
CAPITAN MANUEL RIOS GUARICO AIRBASE,,TWR,118.55,SVCZ,919
Caracas Generalisimo Francisco De Mira,,ATIS,127.4,SVFM,920
CARLISLE,,APP,123.6,EGNC,921
Carlos Ibanez Del Campo Intl,,TWR,118.7,SCCI,922
Carriel Sur Intl,,APP,120.5,SCIE,923
Carson,,AWOS,119.92,KCXP,924
CARTHAGE,,TWR,118.1,DTTA,925
Cascavel,,RDO,131.85,SBCA,926
CASEY MUNI,,CTAF,122.8,1H8,927
CASLAV,,TWR,133,LKCV,928
Castroville Muni,,CTAF,122.8,T89,929
CATALOI,,TWR,120.3,LRTC,930
CATICLAN,,TWR,122.7,RPVE,931
Caumont,,TWR,122.6,LFMV,932
CAYLEY A J FLYING RANCH,,CTAF,123,CAJ7,933
Cecil Fld,,Ground,121.62,KVQQ,934
Central Illinois Rgnl,,Ground,121.65,KBMI,935
Central Wisconsin,,CTAF,119.75,KCWA,936
CERRO MORENO INTL,,TWR,118.1,SCFA,937
CESSNA ACFT FLD,,CTAF,122.9,KCEA,938
CHAKLALA,,TWR,119.7,OPRN,939
CHAKLALA,,APP,125.6,OPRN,940
Chalons Vatry,,TWR,119.4,LFOK,941
CHANDLER MUNI,,UNICOM,122.95,KCHD,942
CHANUTE MARTIN JOHNSON,,CTAF,122.7,KCNU,943
Charles B Wheeler Downtown,,ATIS,120.75,KMKC,944
CHARLES CITY MUNI,,AWOS,125.52,KCCY,945
Charleston AFB Intl,,ATIS,124.75,KCHS,946
Charleston Executive,,CTAF,122.8,KJZI,947
Charlotte Douglas Intl,,Ground,121.9,KCLT,948
Chateaudun AB,,TWR,125.62,LFOC,949
CHENNAULT INTL,,AWOS,120,KCWF,950
CHEONGJU INTL,,TWR,126.2,RKTU,951
CHEONGJU INTL,,DEP,134.4,RKTU,952
CHERKASY INTL,,TWR,128.7,UKKE,953
CHESTERFIELD CO,,APP,134.7,KFCI,954
CHEVAK,,CTAF,123,PVAK,955
CHEYENNE EAGLE BUTTE,,CTAF,122.9,84D,956
Chiang Mai Intl,,Ground,121.9,VTCC,957
CHIAYI,,TWR,118.6,RCKU,958
Chicago Meigs,,DEP,126.05,KCGX,959
Chicago Midway Intl,,APP/DEP,126.05,KMDW,960
CHICAGO OHARE INTL,,Ground,121.9,KORD,961
CHICAGO OHARE INTL,,TWR,132.7,KORD,962
CHICAGO ROCKFORD INTL,,APP/DEP,121,KRFD,963
Chiloquin State,,CTAF,122.9,2S7,964
CHIMOIO,,AFIS,118.4,FQCH,965
Chisinau Intl,,APP,125.9,LUKK,966
Christchurch Intl,,Ground,121.9,NZCH,967
CHUB CAY,,UNICOM,122.8,MYBC,968
Chungribu,,AWOS,127.7,CVB,969
CIAMPINO,,Clearance delivery,119.4,LIRA,970
CIGLI,,ATIS,122.42,LTBL,971
CINCINNATI MUNI LUNKEN FLD,,TWR,118.7,KLUK,972
CLARE CO,,CTAF,122.8,80D,973
CLARE MUNI,,CTAF,122.8,48D,974
Clark Rgnl,,APP/DEP,123.67,KJVY,975
CLARKSVILLE MUNI,,CNTR,128.47,H35,976
CLARKSVILLE RED RIVER J D TRISSELL FLD,,AWOS,118.92,KLBR,977
Clayton Co Tara Fld,,Clearance delivery,119.25,4A7,978
Clermont,,CTAF,126.7,YCMT,979
CLEVE,,CTAF,126.7,YCEE,980
CLEVELAND MUNI,,AWOS,124.17,95F,981
CLUJ NAPOCA,,APP,125.1,LRCL,982
COFFEYVILLE MUNI,,ASOS,121.27,KCFV,983
Cognac Chateau Bernard,,APP,122.1,LFBG,984
COL JAMES JABARA,,CTAF,122.7,KAAO,985
COLD MEADOWS USFS,,CTAF,122.9,U81,986
COLLIN CO RGNL AT MC KINNEY,,TWR,118.82,KTKI,987
Columbia Owens Downtown,,Clearance delivery,124.4,KCUB,988
COLUMBUS METROPOLITAN,,UNICOM,122.95,KCSG,989
COLUSA CO,,CTAF,122.8,O08,990
Comox,,TWR,126.2,CYQQ,991
Concord Muni,,APP/DEP,127.35,KCON,992
CONCORDIA PARISH,,UNICOM,122.8,0R4,993
Coningsby,,APP,120.8,EGXC,994
Connaught (Knock),,TWR,130.69,EIKN,995
Coonamble,,CTAF,126.7,YCNM,996
Cork,,TWR,121.8,EICK,997
Corona Muni,,AWOS,132.17,KAJO,998
Cosford,,Ground,128.65,EGWC,999
Cottesmore,,TWR,122.1,EGXJ,1000
COTTONWOOD,,CTAF,122.7,1C8,1001
COUNCIL BLUFFS MUNI,,AWOS,126.57,KCBF,1002
Coventry,,TWR,124.8,EGBE,1003
COVINGTON MUNI,,APP,125.8,M04,1004
Craven Co Rgnl,,ASOS,118.52,KEWN,1005
CRETE MUNI,,CTAF,122.8,KCEK,1006
CRISP CO CORDELE,,CTAF,123.05,KCKF,1007
CROOKSTON MUNI KIRKWOOD FLD,,APP/DEP,118.1,KCKN,1008
CROSBYTON MUNI,,CTAF,122.8,8F3,1009
CRYSTAL,,TWR,120.7,KMIC,1010
CRYSTAL LAKE,,APP/DEP,121,5M5,1011
CUBA MUNI,,CNTR,133.4,KUBX,1012
CULDROSE,,APP,134.05,EGDR,1013
CULPEPER RGNL,,AWOS,120.02,KCJR,1014
Cumbernauld,,TWR,120.6,EGPG,1015
Cunnamulla,,CTAF,126.7,YCMU,1016
CUTHBERT RANDOLPH,,CTAF,122.9,25J,1017
Cyril E King,,UNICOM,122.95,TIST,1018
DALAMAN,,APP,129.5,LTBS,1019
DALLAS EXECUTIVE,,CTAF,120.3,KRBD,1020
DALLAS EXECUTIVE,,TWR,120.3,KRBD,1021
Dallas Fort Worth Intl,,Ground,121.85,KDFW,1022
Dallas Fort Worth Intl,,DEP,319.85,KDFW,1023
DALTON MUNI,,CTAF,122.97,KDNN,1024
DAMASCUS INTL,,ATIS,128.22,OSDI,1025
DANANG INTL,,APP,119.5,VVDN,1026
Danville Rgnl,,ASOS,128.12,KDAN,1027
DASHOGUZ,,APP,124.7,UTAT,1028
DASHUIPO,,ATIS,127.05,ZSWH,1029
Eindhoven,,TWR,131,EHEH,1030
EL LIBERTADOR AB,,APP,120.8,SVBL,1031
El Paso Intl,,APP,119.15,KELP,1032
EL TEPUAL INTL,,APP,123.7,SCTE,1033
Eldorado Intl,,DEP,119.5,SKBO,1034
