AirportName,CreateDate,RunwayNumber,RunwayLength,RunwayWidth,RunwaySurface,Designator,Id
Skyway Manor,2008-04-30 14:24:00,17/35,2552,70,Turf or Grass,TX10,22361
Skywest Airpark,2008-04-30 14:24:00,11/29,2468,110,Turf or Grass,S26,22362
SKYWEST INC,2008-04-30 14:24:00,16/34,5032,42,Asphalt,7T7,22363
Slany,2008-04-30 14:24:00,25L/07R,2495,131,Turf or Grass,LKSN,22364
Slater Memorial,2008-04-30 14:24:00,04/22,2456,145,Turf or Grass,9K5,22365
Slatington,2008-04-30 14:24:00,01/19,2462,50,Asphalt,69N,22366
SLATON MUNI,2008-04-30 14:24:00,18/36,4255,75,Asphalt,F49,22367
Slaubaugh Airstrip,2008-04-30 14:24:00,17/35,2452,80,Turf or Grass,8NA2,22368
Slaughter,2008-04-30 14:24:00,11/29,1701,60,Turf or Grass,0MU4,22369
Slaughter Ranch,2008-04-30 14:24:00,02/20,3378,60,Turf or Grass,86TA,22370
SLAVE LAKE,2008-04-30 14:24:00,10/28,5533,100,Asphalt,CYZH,22371
Slays,2008-04-30 14:24:00,09/27,1601,100,Turf or Grass,43LA,22372
SLAYTON MUNI,2008-04-30 14:24:00,17/35,2775,60,Asphalt,KDVP,22373
Sleap,2008-04-30 14:24:00,05/23,2632,75,Asphalt,EGCV,22374
Sleepers Strip,2008-04-30 14:24:00,06/24,1601,60,Gravel,6AK2,22375
Sleepy Eye Municipal,2008-04-30 14:24:00,14/32,2502,300,Turf or Grass,Y58,22376
Sleepy Hollow,2008-04-30 14:24:00,17/35,1601,75,Turf or Grass,18GA,22377
Sleetmute,2008-04-30 14:24:00,14/32,3102,60,Gravel,SLQ,22378
SLIAC,2008-04-30 14:24:00,18/36,7655,197,Concrete,LZSL,22379
SLIVEN,2008-04-30 14:24:00,09/27,8132,148,Asphalt,LB17,22380
Sloan,2008-04-30 14:24:00,07/25,1951,650,Turf or Grass,WY45,22381
Sloans,2008-04-30 14:24:00,17/35,2602,130,Turf or Grass,0MO8,22382
Sloas,2008-04-30 14:24:00,36/18,2301,75,Turf or Grass,80OH,22383
SLOULIN FLD INTL,2008-04-30 14:24:00,02/20,3452,60,Asphalt,KISN,22384
Sluder Airstrip,2008-04-30 14:24:00,16/34,4003,30,Gravel,ID16,22385
Slyder Field,2008-04-30 14:24:00,03/21,1331,120,Turf or Grass,PS32,22386
Smalandsstenar Smalanda,2008-04-30 14:24:00,04/22,2594,50,Asphalt,ESMY,22387
Smith,2008-04-30 14:24:00,01/19,1975,75,Turf or Grass,79NY,22388
Smith,2008-04-30 14:24:00,17/35,2802,50,Turf or Grass,79NY,22389
Smith,2008-04-30 14:24:00,02/20,1601,75,Turf or Grass,79NY,22390
Smith,2008-04-30 14:24:00,36/18,2201,50,Turf or Grass,79NY,22391
Smith,2008-04-30 14:24:00,15/33,1301,60,Turf or Grass,79NY,22392
Smith - Private,2008-04-30 14:24:00,17/35,2301,60,Turf or Grass,ND74,22393
Smith - Private,2008-04-30 14:24:00,16/34,2502,70,Turf or Grass,ND74,22394
SMITH AIR STRIP,2008-04-30 14:24:00,18/36,3106,60,Turf or Grass,25NC,22395
Smith County,2008-04-30 14:24:00,08/26,2201,100,Turf or Grass,MS39,22396
Smith Farm,2008-04-30 14:24:00,18/36,1961,38,Turf or Grass,5NC0,22397
Smith Farms,2008-04-30 14:24:00,36/18,4003,60,Dirt,0TA2,22398
Smith Farms,2008-04-30 14:24:00,18/36,1501,75,Turf or Grass,0TA2,22399
Smith Field,2008-04-30 14:24:00,11/29,2301,50,Turf or Grass,MT12,22400
Smith Field,2008-04-30 14:24:00,03/21,2602,100,Turf or Grass,MT12,22401
Smith Field,2008-04-30 14:24:00,04/22,2434,55,Turf or Grass,MT12,22402
Smith Field,2008-04-30 14:24:00,17/35,2602,200,Asphalt,MT12,22403
Smith Field,2008-04-30 14:24:00,01/19,1801,100,Turf or Grass,MT12,22404
SMITH FLD,2008-04-30 14:24:00,18/36,5010,75,Asphalt,KSLG,22405
SMITH FLD,2008-04-30 14:24:00,05/23,3109,100,Asphalt,KSLG,22406
Smith Mountain Ranch,2008-04-30 14:24:00,11/29,1885,80,Turf or Grass,99OR,22407
Smith Prairie,2008-04-30 14:24:00,05/23,5403,150,Turf or Grass,2U0,22408
Smith Ranch,2008-04-30 14:24:00,16/34,1801,50,Turf or Grass,ID21,22409
Smith Ranch-First State Bank,2008-04-30 14:24:00,17/35,2602,110,Turf or Grass,51F,22410
Smith Reynolds,2008-04-30 14:24:00,04/22,3941,150,Asphalt,KINT,22411
Smith Rla,2008-04-30 14:24:00,09/27,1601,70,Turf or Grass,4IS5,22412
Smith Rla,2008-04-30 14:24:00,09/27,2201,100,Turf or Grass,4IS5,22413
Smith Strip,2008-04-30 14:24:00,18/36,1801,50,Turf or Grass,10ND,22414
Smith-Stewart Field,2008-04-30 14:24:00,18/36,1801,100,Turf or Grass,79OH,22415
SMITHERS,2008-04-30 14:24:00,15/33,4990,150,Asphalt,CYYD,22416
Smithton,2008-04-30 14:24:00,06/24,5281,60,Asphalt,YSMI,22417
SANTA MARIA PUB CPT G ALLAN HANCOCK,2008-04-30 14:24:00,02/20,5133,75,Asphalt,KSMX,22418
Santa Rosa,2008-04-30 14:24:00,07/25,3937,59,Asphalt,SAZR,22419
Santiago de Cuba Antonio Maceo Intl,2008-04-30 14:24:00,18/36,4271,148,Asphalt,MUCU,22420
Sao Borja,2008-04-30 14:24:00,06/24,4939,98,Asphalt,SSSB,22421
SARIR,2008-04-30 14:24:00,16/34,7253,160,Asphalt,HL61,22422
Sarreguemines Neunkirch,2008-04-30 14:24:00,06R/24L,2329,262,Turf or Grass,LFGU,22423
SAULT STE MARIE,2008-04-30 14:24:00,12/30,5939,200,Asphalt,CYAM,22424
Schloredt,2008-04-30 14:24:00,12/30,2301,40,Asphalt,KSUC,22425
Schmitz Farm,2008-04-30 14:24:00,36/18,2642,50,Turf or Grass,50ND,22426
SCHOLES INTL AT GALVESTON,2008-04-30 14:24:00,17/35,6021,150,Concrete,KGLS,22427
Schoolcraft,2008-04-30 14:24:00,18/36,2001,60,Turf or Grass,SN14,22428
SCHUYLKILL CO,2008-04-30 14:24:00,04/22,2270,140,Turf or Grass,KZER,22429
Schwenningen,2008-04-30 14:24:00,05/23,2071,66,Asphalt,EDTS,22430
Scott 2000,2008-04-30 14:24:00,18/36,5003,75,Turf or Grass,23FD,22431
Scottsburg,2008-04-30 14:24:00,02/20,2846,100,Turf or Grass,IN46,22432
Seafood Warehouse Park,2008-04-30 14:24:00,12/30,2201,75,Turf or Grass,XS77,22433
Sebah (MAF),2008-04-30 14:24:00,36/18,1313,82,Turf or Grass,WW92,22434
Secunda,2008-04-30 14:24:00,11/29,3610,59,Asphalt,FASC,22435
Sedan Douzy,2008-04-30 14:24:00,01/19,2215,328,Turf or Grass,LFSJ,22436
Sehulea,2008-04-30 14:24:00,18/36,3152,97,Gravel,SXH,22437
SELANPAA,2008-04-30 14:24:00,12/30,4331,49,Asphalt,EFSE,22438
SEMIPALATINSK,2008-04-30 14:24:00,08/26,10127,145,Concrete,UASS,22439
Senggo (TEAM),2008-04-30 14:24:00,09/27,2495,66,Dirt,WAJQ,22440
SEPT ILES,2008-04-30 14:24:00,05/23,5934,200,Asphalt,CYZV,22441
Settlers Bay Airstrip,2008-04-30 14:24:00,01/19,1951,60,Gravel,AK89,22442
SEVEN RIVERS,2008-04-30 14:24:00,10/28,3212,30,Asphalt,62NM,22443
Seybold,2008-04-30 14:24:00,17/35,1701,50,Turf or Grass,WI76,22444
SHAFTER MINTER FLD,2008-04-30 14:24:00,17/35,2978,100,Concrete,KMIT,22445
SHAHEED MWAFFAQ,2008-04-30 14:24:00,13/31,9849,148,Asphalt,OJ40,22446
SHAHRE  KORD,2008-04-30 14:24:00,14/32,10833,148,Asphalt,OIFS,22447
Shawnee Field,2008-04-30 14:24:00,18/36,2231,150,Turf or Grass,1I3,22448
Sheboygan Co Mem,2008-04-30 14:24:00,03/21,5400,100,Concrete,KSBM,22449
SHELBY,2008-04-30 14:24:00,05/23,4987,75,Asphalt,40KY,22450
Shepherd Ranch,2008-04-30 14:24:00,06/24,3602,50,Asphalt,0CA4,22451
SHERIDAN,2008-04-30 14:24:00,05/23,3757,50,Asphalt,44S,22452
Sherman,2008-04-30 14:24:00,18/36,2301,50,Turf or Grass,IA28,22453
Sherrill Flying Service Inc.,2008-04-30 14:24:00,18/36,2502,75,Turf or Grass,AR22,22454
Shilo Farms,2008-04-30 14:24:00,17/35,3352,75,Turf or Grass,1GA5,22455
SHINDAND,2008-04-30 14:24:00,18/36,9159,160,Concrete,OASD,22456
Shoestring Ranch,2008-04-30 14:24:00,08/26,2502,25,Dirt,79E,22457
SIDI MAHDI,2008-04-30 14:24:00,01/19,9835,148,Asphalt,DAUK,22458
Sigourney Iowa,2008-04-30 14:24:00,08/26,1271,240,Turf or Grass,IA50,22459
Silver Creek Ranch,2008-04-30 14:24:00,13/31,1501,50,Turf or Grass,41CA,22460
Singkep Dabo,2008-04-30 14:24:00,14/32,3860,98,Asphalt,WIKS,22461
Siriwo (CAMA),2008-04-30 14:24:00,34/16,1301,85,Turf or Grass,WT17,22462
SISSETON MUNI,2008-04-30 14:24:00,16/34,3401,60,Asphalt,8D3,22463
Skardu,2008-04-30 14:24:00,14/32,11954,100,Asphalt,OPSD,22464
Skelton,2008-04-30 14:24:00,18/36,2642,60,Turf or Grass,FVSK,22465
Skogarsandur,2008-04-30 14:24:00,13/31,4343,180,Gravel,BISK,22466
Sky Diving,2008-04-30 14:24:00,06/24,2702,50,Turf or Grass,64WI,22467
Sky Haven,2008-04-30 14:24:00,18/36,2201,80,Turf or Grass,4OH1,22468
Sky Island Ranch,2008-04-30 14:24:00,12/30,2001,30,Gravel,ID13,22469
Sky Ranch,2008-04-30 14:24:00,17/35,2602,30,Asphalt,33LA,22470
Skyharbor,2008-04-30 14:24:00,06/24,2502,170,Turf or Grass,S63,22471
Skylark Field,2008-04-30 14:24:00,01/19,1851,60,Turf or Grass,CA89,22472
Skyport,2008-04-30 14:24:00,16/34,2001,60,Turf or Grass,D76,22473
Skyview,2008-04-30 14:24:00,09/27,2001,50,Turf or Grass,84NY,22474
Slack,2008-04-30 14:24:00,14/32,1601,50,Turf or Grass,9N6,22475
SLOVENJ GRADEC,2008-04-30 14:24:00,14/32,3983,70,Asphalt,LJSG,22476
Smith,2008-04-30 14:24:00,32/14,1621,50,Turf or Grass,79NY,22477
Smith Airstrip,2008-04-30 14:24:00,09/27,2001,100,Turf or Grass,NA70,22478
SMITHVILLE CRAWFORD MUNI,2008-04-30 14:24:00,17/35,4012,75,Asphalt,84R,22479
Smokey Mtn Ranch,2008-04-30 14:24:00,10/28,2341,120,Turf or Grass,09TX,22480
Smokey Mtn Ranch,2008-04-30 14:24:00,14/32,1221,120,Turf or Grass,09TX,22481
SMOKY BEND,2008-04-30 14:24:00,16/34,4009,50,Asphalt,TA24,22482
Smyrna,2008-04-30 14:24:00,14/32,8039,150,Asphalt,KMQY,22483
Snell - North Laramie River,2008-04-30 14:24:00,12/30,2001,38,Turf or Grass,WY25,22484
Snettisham,2008-04-30 14:24:00,15/33,2502,100,Gravel,7AK2,22485
Snettisham,2008-04-30 14:24:00,04/22,3002,270,Water,7AK2,22486
Snider Creek,2008-04-30 14:24:00,15/33,2301,60,Turf or Grass,OR06,22487
Snider Field,2008-04-30 14:24:00,15/33,2001,75,Turf or Grass,0IN1,22488
Sniders,2008-04-30 14:24:00,08/26,2001,80,Turf or Grass,5OI6,22489
SNOHOMISH CO,2008-04-30 14:24:00,11/29,4507,75,Asphalt,KPAE,22490
Snow,2008-04-30 14:24:00,09/27,2201,100,Turf or Grass,4H5,22491
Snow Hill Airstrip,2008-04-30 14:24:00,18/36,3802,75,Turf or Grass,94GA,22492
Snow Rla,2008-04-30 14:24:00,09/27,2101,100,Turf or Grass,IS10,22493
Snyder,2008-04-30 14:24:00,17/35,2125,30,Asphalt,OK24,22494
Snyder Ranch,2008-04-30 14:24:00,18/36,2862,50,Turf or Grass,OR48,22495
Soaring Club of Houston,2008-04-30 14:24:00,17/35,3202,500,Turf or Grass,89TA,22496
Soba (RBMU),2008-04-30 14:24:00,21/03,1601,98,Turf or Grass,WT20,22497
Sobolik,2008-04-30 14:24:00,17/35,2001,75,Turf or Grass,98ND,22498
SOBRADINHO,2008-04-30 14:24:00,15/33,3537,75,Asphalt,SNBD,22499
Sochi,2008-04-30 14:24:00,02/20,7265,161,Concrete,URSS,22500
SOCORRO MUNI,2008-04-30 14:24:00,06/24,4579,60,Asphalt,KONM,22501
SOCOTRA INTL,2008-04-30 14:24:00,03/21,10800,148,Asphalt,OYSQ,22502
SOCRATES MARIANI BITTENCOURT,2008-04-30 14:24:00,12/30,5675,98,Asphalt,SNBU,22503
SODERHAMN,2008-04-30 14:24:00,03/21,2658,56,Asphalt,ESNY,22504
Soderhamn Mohed,2008-04-30 14:24:00,12/30,2626,100,Asphalt,ESUM,22505
Soderquist,2008-04-30 14:24:00,08/26,1321,100,Turf or Grass,2NA0,22506
Soest Bad Sassendorf,2008-04-30 14:24:00,07/25,2301,100,Turf or Grass,EDLZ,22507
Soesterberg,2008-04-30 14:24:00,09/27,10096,148,Asphalt,EHSB,22508
SOKOLOVO,2008-04-30 14:24:00,12/30,1393,75,Asphalt,LB36,22509
SOLA,2008-04-30 14:24:00,18/36,8369,197,Asphalt,ENZV,22510
Solair Estates,2008-04-30 14:24:00,18/36,2502,40,Dirt,AZ43,22511
SOLBERG HUNTERDON,2008-04-30 14:24:00,13/31,3436,200,Turf or Grass,N51,22512
Soldier Bar USFS,2008-04-30 14:24:00,07/25,1651,15,Dirt,85U,22513
Soldier Meadow Nr 1,2008-04-30 14:24:00,18/36,4003,40,Dirt,NV06,22514
Soldier Meadow Nr 2,2008-04-30 14:24:00,09/27,2502,40,Dirt,NV05,22515
SOLDOTNA,2008-04-30 14:24:00,07/25,4982,132,Asphalt,PASX,22516
Solenzara,2008-04-30 14:24:00,H1,112,112,Concrete,LFKS,22517
Solenzara,2008-04-30 14:24:00,H3,112,112,Concrete,LFKS,22518
Solenzara,2008-04-30 14:24:00,H4,112,112,Concrete,LFKS,22519
Solo Adi Sumarmo Wiryokusumo,2008-04-30 14:24:00,08/26,8595,148,Asphalt,WRSQ,22520
Soltis Field,2008-04-30 14:24:00,18/36,2001,80,Turf or Grass,75OI,22521
Somanente (MAF),2008-04-30 14:24:00,16/34,1247,75,Turf or Grass,WT21,22522
Someday Ranch,2008-04-30 14:24:00,10/28,3002,50,Turf or Grass,MU24,22523
SOMERSET,2008-04-30 14:24:00,08/26,2195,100,Dirt,SN89,22524
Somerset Airfield,2008-04-30 14:24:00,10/28,2001,50,Turf or Grass,MA56,22525
SOMERSET CO,2008-04-30 14:24:00,07/25,4690,75,Asphalt,2G9,22526
SOMERSET CO,2008-04-30 14:24:00,14/32,2695,204,Dirt,2G9,22527
SOMERSET PULASKI CO J T WILSON FLD,2008-04-30 14:24:00,05/23,5800,100,Asphalt,KSME,22528
Somerton,2008-04-30 14:24:00,03/21,1801,150,Dirt,P49,22529
Somerville,2008-04-30 14:24:00,09/27,3052,50,Turf or Grass,34I,22530
Sommers,2008-04-30 14:24:00,16/34,1901,60,Turf or Grass,SN75,22531
Sommers,2008-04-30 14:24:00,09/27,2301,60,Turf or Grass,SN75,22532
Sondrio Caiolo,2008-04-30 14:24:00,09/27,2626,75,Asphalt,LILO,22533
SONGBIRD RANCH,2008-04-30 14:24:00,15/33,3206,30,Concrete,91TS,22534
Songer,2008-04-30 14:24:00,18/36,2502,100,Turf or Grass,IN55,22535
Songer,2008-04-30 14:24:00,H1,20,10,Concrete,IN55,22536
Songkhla,2008-04-30 14:24:00,13/31,4940,148,Asphalt,VTSH,22537
Sonoma Valley,2008-04-30 14:24:00,17/35,1501,50,Asphalt,0Q3,22538
SOOKERATING,2008-04-30 14:24:00,03/21,6601,148,Asphalt,VE24,22539
SOP,2008-04-30 14:24:00,01/19,1201,40,Turf or Grass,NK06,22540
Sophies Choice,2008-04-30 14:24:00,10/28,1351,60,Turf or Grass,7NY9,22541
Sopwith Farm,2008-04-30 14:24:00,16/34,2001,60,Asphalt,68Q,22542
Sorenson,2008-04-30 14:24:00,09/27,2301,60,Turf or Grass,98U,22543
Sorlie,2008-04-30 14:24:00,17/35,2201,60,Turf or Grass,0NA5,22544
Soroako,2008-04-30 14:24:00,12/30,3343,75,Asphalt,WAAS,22545
Sorocaba,2008-04-30 14:24:00,18/36,4835,98,Asphalt,SDCO,22546
SOROTI,2008-04-30 14:24:00,09/27,1857,98,Dirt,HUSO,22547
Sossamon Field,2008-04-30 14:24:00,10/28,2265,50,Asphalt,6A9,22548
SOUMMAM,2008-04-30 14:24:00,08/26,7829,148,Asphalt,DAAE,22549
Sourdough,2008-04-30 14:24:00,12/30,2652,60,Turf or Grass,5WA0,22550
SOURE,2008-04-30 14:24:00,06/24,3268,69,Asphalt,SNSW,22551
SOURIS GLENWOOD INDUSTRIAL AIR PARK,2008-04-30 14:24:00,08/26,2592,80,Turf or Grass,CJX5,22552
South Albany,2008-04-30 14:24:00,01/19,2862,30,Asphalt,4B0,22553
SOUTH ARKANSAS RGNL AT GOODWIN FLD,2008-04-30 14:24:00,04/22,6601,150,Asphalt,KELD,22554
SOUTH ARKANSAS RGNL AT GOODWIN FLD,2008-04-30 14:24:00,17/35,3743,75,Concrete,KELD,22555
SOUTH BEND RGNL,2008-04-30 14:24:00,09R/27L,8389,150,Asphalt,KSBN,22556
SOUTH BEND RGNL,2008-04-30 14:24:00,09L/27R,4289,75,Asphalt,KSBN,22557
SOUTH BIG HORN CO,2008-04-30 14:24:00,15/33,6304,100,Asphalt,KGEY,22558
SOUTH BIG HORN CO,2008-04-30 14:24:00,07/25,3689,75,Asphalt,KGEY,22559
SOUTH BIMINI,2008-04-30 14:24:00,09/27,5403,100,Asphalt,MYBS,22560
South Co Arpt Of Santa Clara Co,2008-04-30 14:24:00,14/32,3104,75,Asphalt,E16,22561
South Dayton,2008-04-30 14:24:00,09/27,3746,60,Turf or Grass,D89,22562
South Expressway,2008-04-30 14:24:00,06/24,2982,30,Asphalt,9A7,22563
South Fox Island,2008-04-30 14:24:00,17/35,4203,145,Turf or Grass,3MI2,22564
South Fulton,2008-04-30 14:24:00,09/27,2692,40,Asphalt,8A9,22565
Saul,2008-04-30 14:24:00,03/21,3938,56,Concrete,SOOS,22566
Savannah Hilton Head Intl,2008-04-30 14:24:00,18/36,7022,150,Concrete,KSAV,22567
Sawyer,2008-04-30 14:24:00,17S/35S,1661,60,Turf or Grass,01W,22568
Saxon,2008-04-30 14:24:00,03/21,2602,60,Turf or Grass,6WI4,22569
Saxon Sycan,2008-04-30 14:24:00,18/36,2802,20,Gravel,08OR,22570
Schaback Strip,2008-04-30 14:24:00,14/32,2702,60,Turf or Grass,MO51,22571
Schiphol,2008-04-30 14:24:00,09/27,11289,148,Asphalt,EHAM,22572
SCHLESWIG,2008-04-30 14:24:00,05/23,7966,98,Asphalt,ETNS,22573
Schutte,2008-04-30 14:24:00,32/14,2502,125,Turf or Grass,NE01,22574
Scottow Bog Flightpark,2008-04-30 14:24:00,18/36,600,225,Turf or Grass,ME66,22575
SEEB INTL,2008-04-30 14:24:00,02/20,2497,98,Dirt,OOMS,22576
SEMINOLE MUNI,2008-04-30 14:24:00,05/23,2001,150,Dirt,KSRE,22577
SENADOR NILO COELHO,2008-04-30 14:24:00,13/31,10639,140,Asphalt,SBPL,22578
Seneca Municipal,2008-04-30 14:24:00,18/36,2402,100,Turf or Grass,62K,22579
SERENITY,2008-04-30 14:24:00,09/27,2040,75,Dirt,MN99,22580
SEWARD MUNI,2008-04-30 14:24:00,16/34,4207,75,Concrete,KSWT,22581
Sha-Wan-Ga Valley,2008-04-30 14:24:00,15/33,801,40,Turf or Grass,8NY7,22582
Shady Side,2008-04-30 14:24:00,04/22,2001,75,Turf or Grass,6MD5,22583
SHAHID ASYAEE,2008-04-30 14:24:00,12/30,4653,98,Asphalt,OIAI,22584
SHAIBAH,2008-04-30 14:24:00,08/26,6072,80,Dirt,OESB,22585
SHALZ FLD,2008-04-30 14:24:00,04/22,2574,80,Turf or Grass,KCBK,22586
Shannon,2008-04-30 14:24:00,13/31,5630,148,Asphalt,EINN,22587
Sharretts,2008-04-30 14:24:00,10/28,1801,100,Turf or Grass,PN91,22588
Sheepshead,2008-04-30 14:24:00,06/24,1501,100,Turf or Grass,4PA7,22589
SHELBY CO,2008-04-30 14:24:00,04/22,2610,200,Dirt,2H0,22590
Shenandoah Airpark,2008-04-30 14:24:00,09/27,2662,50,Turf or Grass,42D,22591
SHERBROOKE,2008-04-30 14:24:00,13/31,5986,150,Asphalt,CYSC,22592
Shipdham,2008-04-30 14:24:00,02/20,2830,65,Asphalt,EGSA,22593
Shissler Farm,2008-04-30 14:24:00,18/36,2351,105,Turf or Grass,02IL,22594
SHOAL LAKE,2008-04-30 14:24:00,10/28,3258,75,Asphalt,CKL5,22595
SHREVEPORT DOWNTOWN,2008-04-30 14:24:00,14/32,5021,150,Asphalt,KDTN,22596
SHUANGLIU,2008-04-30 14:24:00,02/20,11830,197,Concrete,ZUUU,22597
Shute,2008-04-30 14:24:00,17/35,2001,50,Turf or Grass,6KS7,22598
Sibolga/Pinang Sori,2008-04-30 14:24:00,12/30,5646,98,Asphalt,WIMS,22599
SIDI AHMED AIR BASE,2008-04-30 14:24:00,11/29,3967,164,Concrete,DTTB,22600
Sikari (RBMU),2008-04-30 14:24:00,10/28,1601,75,Turf or Grass,WT04,22601
Silver Lake F S Strip,2008-04-30 14:24:00,03/21,3002,55,Gravel,45S,22602
Silverton Municipal,2008-04-30 14:24:00,17/35,3532,190,Turf or Grass,Q29,22603
Simmons AAF,2008-04-30 14:24:00,09/27,4644,100,Asphalt,KFBG,22604
Simpson,2008-04-30 14:24:00,36/18,2502,100,Turf or Grass,NE09,22605
SIMTAG FARMS,2008-04-30 14:24:00,04/22,4026,32,Asphalt,OR32,22606
Singapore Changi Intl,2008-04-30 14:24:00,02R/20L,9059,195,Asphalt,WSSS,22607
Singleton Ranch,2008-04-30 14:24:00,13/31,2602,30,Turf or Grass,68CO,22608
SIVAS,2008-04-30 14:24:00,01/19,12517,98,Concrete,LTAR,22609
Sjobo Sovde,2008-04-30 14:24:00,30/12,2626,164,Turf or Grass,ESMI,22610
Skalitsky,2008-04-30 14:24:00,17/35,1351,100,Turf or Grass,6T0,22611
Skegness,2008-04-30 14:24:00,30/12,2363,72,Asphalt,EG91,22612
Skiatook Municipal,2008-04-30 14:24:00,36/18,2602,40,Turf or Grass,2F6,22613
SKY RANCH,2008-04-30 14:24:00,12/30,3299,105,Dirt,33LA,22614
Slate Creek,2008-04-30 14:24:00,11/29,2602,165,Turf or Grass,1S7,22615
Slobovia Outernational,2008-04-30 14:24:00,15/33,3542,80,Turf or Grass,MS71,22616
SMARA,2008-04-30 14:24:00,16/34,9855,100,Asphalt,GMMA,22617
Smith Field,2008-04-30 14:24:00,03/21,3002,60,Turf or Grass,MT12,22618
Smith I-Ranch,2008-04-30 14:24:00,12/30,2702,100,Turf or Grass,14T,22619
Smith Reynolds,2008-04-30 14:24:00,15/33,6659,150,Asphalt,KINT,22620
Snoddy Air Strip,2008-04-30 14:24:00,09/27,2301,75,Turf or Grass,34OI,22621
Snow,2008-04-30 14:24:00,04/22,1601,100,Turf or Grass,4H5,22622
Snyder Ranch,2008-04-30 14:24:00,17/35,1801,100,Turf or Grass,OR48,22623
Sodankyla,2008-04-30 14:24:00,16/34,4908,98,Asphalt,EFSO,22624
SOLBERG HUNTERDON,2008-04-30 14:24:00,04/22,3736,120,Asphalt,N51,22625
Somerton,2008-04-30 14:24:00,14/32,3502,200,Dirt,P49,22626
SONDERBORG,2008-04-30 14:24:00,14/32,5882,98,Asphalt,EKSB,22627
SONORA MUNI,2008-04-30 14:24:00,18/36,4047,60,Asphalt,KSOA,22628
SOREL,2008-04-30 14:24:00,03/21,4055,75,Asphalt,CSY3,22629
Sorong Mainland,2008-04-30 14:24:00,09/27,6082,90,Asphalt,WA1A,22630
SOUCELLE,2008-04-30 14:24:00,07/25,3141,48,Asphalt,LF50,22631
South Dayton,2008-04-30 14:24:00,18/36,3882,60,Turf or Grass,D89,22632
South Gasline,2008-04-30 14:24:00,02/20,2502,50,Gravel,AK39,22633
South Goulburn Is,2008-04-30 14:24:00,28/10,6152,300,Dirt,YGBI,22634
South Grafton,2008-04-30 14:24:00,08/26,2933,30,Asphalt,YSGR,22635
SOUTH HAVEN AREA RGNL,2008-04-30 14:24:00,14/32,3269,190,Turf or Grass,KLWA,22636
South Hector Airstrip,2008-04-30 14:24:00,17/35,2001,80,Turf or Grass,6NA2,22637
SOUTH JERSEY RGNL,2008-04-30 14:24:00,08/26,3902,50,Asphalt,KVAY,22638
SOUTH LAFOURCHE,2008-04-30 14:24:00,18/36,3812,75,Asphalt,KGAO,22639
South Lake Tahoe,2008-04-30 14:24:00,18/36,8554,150,Asphalt,KTVL,22640
SOUTH ST PAUL MUNI RICHARD E FLEMING,2008-04-30 14:24:00,16/34,4002,100,Asphalt,KSGS,22641
South Weymouth LRRS Shea Field,2008-04-30 14:24:00,17/35,7004,200,Asphalt,KNZW,22642
SOUTHAMPTON,2008-04-30 14:24:00,02/20,5649,121,Asphalt,EGHI,22643
Southampton Correctional Center,2008-04-30 14:24:00,09/27,2221,100,Turf or Grass,VA14,22644
SOUTHBRIDGE MUNI,2008-04-30 14:24:00,10/28,1433,100,Turf or Grass,3B0,22645
SOUTHEAST IOWA RGNL,2008-04-30 14:24:00,18/36,6710,150,Asphalt,KBRL,22646
SOUTHEAST IOWA RGNL,2008-04-30 14:24:00,12/30,5341,100,Concrete,KBRL,22647
SOUTHEAST TEXAS RGNL,2008-04-30 14:24:00,12/30,6746,151,Concrete,KBPT,22648
Southeastern,2008-04-30 14:24:00,09/27,2602,100,Asphalt,FD30,22649
Southend,2008-04-30 14:24:00,03/21,2125,90,Dirt,CKA9,22650
SOUTHEND,2008-04-30 14:24:00,06/24,5232,121,Asphalt,CKA9,22651
SOUTHER FLD,2008-04-30 14:24:00,05/23,6022,100,Asphalt,KACJ,22652
SOUTHERN CALIFORNIA LOGISTICS,2008-04-30 14:24:00,17/35,15084,150,Asphalt,KVCV,22653
Southern Comforts Aerodrome,2008-04-30 14:24:00,01/19,4003,200,Turf or Grass,35W,22654
Southern Cross,2008-04-30 14:24:00,14/32,4611,120,Dirt,YSCR,22655
Southern Fruit Groves,2008-04-30 14:24:00,09/27,2874,100,Turf or Grass,FD24,22656
SOUTHERN ILLINOIS,2008-04-30 14:24:00,06/24,4157,100,Asphalt,KMDH,22657
Southern Ranch,2008-04-30 14:24:00,12/30,4003,50,Turf or Grass,2X4,22658
SOUTHERN SEAPLANE,2008-04-30 14:24:00,02/20,3153,40,Asphalt,65LA,22659
Southern Wisconsin Rgnl,2008-04-30 14:24:00,14/32,7293,150,Concrete,KJVL,22660
Southland Flying Service Inc.,2008-04-30 14:24:00,10/28,2642,150,Turf or Grass,MS40,22661
Southland Strip,2008-04-30 14:24:00,07/25,1001,125,Turf or Grass,LS21,22662
Southport,2008-04-30 14:24:00,01/19,2868,29,Asphalt,YSPT,22663
SOUTHPORT,2008-04-30 14:24:00,13L/31R,3122,150,Asphalt,YSPT,22664
SOUTHPORT,2008-04-30 14:24:00,01/19,3002,150,Asphalt,YSPT,22665
SOUTHPORT,2008-04-30 14:24:00,08/26,2547,150,Asphalt,YSPT,22666
SOUTHWEST GEORGIA RGNL,2008-04-30 14:24:00,16/34,5212,150,Asphalt,KABY,22667
